"[Software version]","Ver.2.46"
"[Measurement beginning time]",#21/06/2023 21:20:39#
"[Measurement end       time]",#21/06/2023 21:31:09#
"[Model number]","6531"
"[Measurement mode]","VTH"
"[Data transfer mode]","Original Data Transfer"
"[Calculation mode]","Instant"
"[S-TIME(S) -- Sampling interval(s)]",1
"[No.TRIAL -- the Number of Trial]",630
"[WIDTH -- Width of Duct]","-----"
"[HEIGHT -- Height of Duct]","-----"
"[DIAMETER -- Diameter of Duct]","-----"
"[Atmospheric pressure]",1013
"    ","V(m/s)","T(C)","H(%RH)"
"Max.",0.49,24.5,56.7
"Min.",0.03,23.8,54.1
"Avg.",0.21,24.2,55.6
" SD ",0.082,0.16,0.83
"No.","V(m/s)","T(C)","H(%RH)","A(hPa)","Atom.F"
"193",0.17,24.1,55.3,1013,0
"194",0.20,24.2,55.2,1013,0
"195",0.21,24.1,55.1,1013,0
"196",0.20,24.2,55.1,1013,0
"197",0.22,24.1,55.1,1013,0
"198",0.23,24.1,55.1,1013,0
"199",0.26,24.1,55.2,1013,0
"200",0.18,24.1,55.2,1013,0
"201",0.22,24.1,55.3,1013,0
"202",0.24,24.1,55.4,1013,0
"203",0.27,24.1,55.4,1013,0
"204",0.34,24.1,55.4,1013,0
"205",0.29,24.1,55.5,1013,0
"206",0.16,24.1,55.5,1013,0
"207",0.15,24.1,55.4,1013,0
"208",0.14,24.1,55.4,1013,0
"209",0.15,24.1,55.4,1013,0
"210",0.15,24.1,55.3,1013,0
"211",0.18,24.1,55.3,1013,0
"212",0.15,24.1,55.3,1013,0
"213",0.13,24.1,55.1,1013,0
"214",0.14,24.1,55.1,1013,0
"215",0.18,24.1,55.1,1013,0
"216",0.23,24.1,55.1,1013,0
"217",0.20,24.1,55.2,1013,0
"218",0.16,24.1,55.1,1013,0
"219",0.22,24.1,55.1,1013,0
"220",0.19,24.1,55.2,1013,0
"221",0.15,24.1,55.1,1013,0
"222",0.15,24.1,55.0,1013,0
"223",0.22,24.2,55.2,1013,0
"224",0.30,24.2,55.2,1013,0
"225",0.31,24.1,55.2,1013,0
"226",0.30,24.1,55.2,1013,0
"227",0.37,24.1,55.4,1013,0
"228",0.31,24.1,55.3,1013,0
"229",0.32,24.2,55.4,1013,0
"230",0.36,24.1,55.4,1013,0
"231",0.29,24.1,55.4,1013,0
"232",0.31,24.1,55.4,1013,0
"233",0.33,24.1,55.4,1013,0
"234",0.34,24.2,55.5,1013,0
"235",0.35,24.1,55.5,1013,0
"236",0.31,24.1,55.6,1013,0
"237",0.22,24.1,55.7,1013,0
"238",0.21,24.1,55.7,1013,0
"239",0.20,24.1,55.6,1013,0
"240",0.17,24.1,55.7,1013,0
"241",0.12,24.1,55.7,1013,0
"242",0.07,24.2,55.6,1013,0
"243",0.06,24.2,55.5,1013,0
"244",0.06,24.1,55.4,1013,0
"245",0.11,24.2,55.4,1013,0
"246",0.14,24.2,55.4,1013,0
"247",0.22,24.2,55.4,1013,0
"248",0.26,24.2,55.2,1013,0
"249",0.20,24.2,55.3,1013,0
"250",0.18,24.2,55.4,1013,0
"251",0.19,24.2,55.4,1013,0
"252",0.25,24.2,55.4,1013,0
"253",0.26,24.2,55.4,1013,0
"254",0.19,24.2,55.4,1013,0
"255",0.15,24.2,55.4,1013,0
"256",0.14,24.2,55.1,1013,0
"257",0.11,24.2,54.8,1013,0
"258",0.08,24.2,54.6,1013,0
"259",0.09,24.2,54.5,1013,0
"260",0.08,24.2,54.4,1013,0
"261",0.09,24.2,54.4,1013,0
"262",0.08,24.2,54.6,1013,0
"263",0.10,24.2,54.7,1013,0
"264",0.10,24.2,54.9,1013,0
"265",0.13,24.2,55.0,1013,0
"266",0.14,24.2,55.2,1013,0
"267",0.15,24.2,55.4,1013,0
"268",0.14,24.2,55.4,1013,0
"269",0.11,24.2,55.5,1013,0
"270",0.08,24.2,55.5,1013,0
"271",0.11,24.2,55.6,1013,0
"272",0.15,24.2,55.6,1013,0
"273",0.20,24.2,55.6,1013,0
"274",0.16,24.2,55.6,1013,0
"275",0.12,24.2,55.6,1013,0
"276",0.11,24.2,55.6,1013,0
"277",0.07,24.2,55.7,1013,0
"278",0.11,24.2,55.8,1013,0
"279",0.16,24.2,55.9,1013,0
"280",0.21,24.2,55.7,1013,0
"281",0.18,24.2,55.7,1013,0
"282",0.15,24.2,55.7,1013,0
"283",0.09,24.2,55.7,1013,0
"284",0.07,24.2,55.7,1013,0
"285",0.08,24.2,55.6,1013,0
"286",0.07,24.2,55.5,1013,0
"287",0.11,24.2,55.4,1013,0
"288",0.17,24.3,55.5,1013,0
"289",0.21,24.2,55.4,1013,0
"290",0.32,24.3,55.5,1013,0
"291",0.21,24.2,55.5,1013,0
"292",0.15,24.2,55.4,1013,0
"293",0.15,24.3,55.4,1013,0
"294",0.22,24.2,55.5,1013,0
"295",0.23,24.2,55.6,1013,0
"296",0.22,24.2,55.6,1013,0
"297",0.26,24.2,55.7,1013,0
"298",0.18,24.2,55.6,1013,0
"299",0.15,24.2,55.7,1013,0
"300",0.18,24.2,55.8,1013,0
"301",0.20,24.2,55.9,1013,0
"302",0.18,24.2,55.9,1013,0
"303",0.19,24.2,55.8,1013,0
"304",0.22,24.2,55.7,1013,0
"305",0.17,24.2,55.7,1013,0
"306",0.16,24.2,55.6,1013,0
"307",0.27,24.2,55.8,1013,0
"308",0.24,24.2,55.9,1013,0
"309",0.18,24.2,55.8,1013,0
"310",0.19,24.2,55.8,1013,0
"311",0.17,24.2,55.8,1013,0
"312",0.21,24.2,55.7,1013,0
"313",0.27,24.2,55.8,1013,0
"314",0.25,24.2,55.7,1013,0
"315",0.31,24.2,55.8,1013,0
"316",0.26,24.2,55.7,1013,0
"317",0.20,24.2,55.7,1013,0
"318",0.22,24.2,55.7,1013,0
"319",0.21,24.2,55.7,1013,0
"320",0.27,24.2,55.7,1013,0
"321",0.18,24.2,55.8,1013,0
"322",0.14,24.2,55.8,1013,0
"323",0.16,24.2,55.9,1013,0
"324",0.14,24.2,55.9,1013,0
"325",0.12,24.2,55.9,1013,0
"326",0.13,24.2,55.8,1013,0
"327",0.17,24.2,55.7,1013,0
"328",0.16,24.2,55.8,1013,0
"329",0.15,24.2,55.8,1013,0
"330",0.15,24.3,55.8,1013,0
"331",0.12,24.3,55.8,1013,0
"332",0.16,24.3,55.7,1013,0
"333",0.21,24.3,55.8,1013,0
"334",0.20,24.3,55.9,1013,0
"335",0.19,24.3,55.9,1013,0
"336",0.20,24.3,55.8,1013,0
"337",0.14,24.2,55.9,1013,0
"338",0.14,24.3,55.8,1013,0
"339",0.13,24.3,55.7,1013,0
"340",0.18,24.3,55.9,1013,0
"341",0.15,24.3,55.8,1013,0
"342",0.13,24.3,55.9,1013,0
"343",0.16,24.3,55.8,1013,0
"344",0.25,24.3,55.9,1013,0
"345",0.18,24.3,55.8,1013,0
"346",0.18,24.3,55.9,1013,0
"347",0.21,24.3,55.9,1013,0
"348",0.18,24.3,55.8,1013,0
"349",0.16,24.3,55.8,1013,0
"350",0.18,24.3,55.9,1013,0
"351",0.16,24.3,55.9,1013,0
"352",0.18,24.3,56.0,1013,0
"353",0.18,24.3,56.0,1013,0
"354",0.13,24.3,56.0,1013,0
"355",0.13,24.3,56.0,1013,0
"356",0.17,24.3,56.0,1013,0
"357",0.40,24.3,56.0,1013,0
"358",0.32,24.3,56.1,1013,0
"359",0.24,24.3,56.1,1013,0
"360",0.27,24.3,56.0,1013,0
"361",0.37,24.3,56.0,1013,0
"362",0.39,24.3,56.1,1013,0
"363",0.20,24.2,56.1,1013,0
"364",0.23,24.3,56.1,1013,0
"365",0.29,24.2,56.1,1013,0
"366",0.21,24.2,56.1,1013,0
"367",0.34,24.3,56.1,1013,0
"368",0.29,24.2,56.1,1013,0
"369",0.20,24.2,56.2,1013,0
"370",0.14,24.2,56.1,1013,0
"371",0.15,24.3,56.1,1013,0
"372",0.19,24.3,56.1,1013,0
"373",0.20,24.3,56.2,1013,0
"374",0.19,24.3,56.1,1013,0
"375",0.18,24.3,56.1,1013,0
"376",0.31,24.3,56.1,1013,0
"377",0.32,24.3,56.2,1013,0
"378",0.19,24.3,55.9,1013,0
"379",0.18,24.3,55.5,1013,0
"380",0.17,24.3,55.6,1013,0
"381",0.15,24.3,55.7,1013,0
"382",0.13,24.3,55.7,1013,0
"383",0.12,24.3,55.8,1013,0
"384",0.14,24.3,55.9,1013,0
"385",0.19,24.3,56.0,1013,0
"386",0.36,24.3,56.1,1013,0
"387",0.22,24.3,56.2,1013,0
"388",0.18,24.3,56.2,1013,0
"389",0.16,24.3,56.1,1013,0
"390",0.18,24.3,55.8,1013,0
"391",0.21,24.3,56.0,1013,0
"392",0.21,24.3,56.1,1013,0
"393",0.18,24.3,56.2,1013,0
"394",0.20,24.3,56.1,1013,0
"395",0.21,24.2,56.1,1013,0
"396",0.15,24.2,55.7,1013,0
"397",0.17,24.3,55.6,1013,0
"398",0.28,24.3,56.0,1013,0
"399",0.35,24.3,56.2,1013,0
"400",0.29,24.3,56.2,1013,0
"401",0.23,24.3,56.0,1013,0
"402",0.23,24.3,56.1,1013,0
"403",0.35,24.3,56.2,1013,0
"404",0.29,24.3,56.4,1013,0
"405",0.25,24.3,56.5,1013,0
"406",0.26,24.3,56.5,1013,0
"407",0.36,24.2,56.6,1013,0
"408",0.20,24.2,56.6,1013,0
"409",0.19,24.2,56.4,1013,0
"410",0.21,24.3,56.4,1013,0
"411",0.18,24.2,56.2,1013,0
"412",0.17,24.2,56.1,1013,0
"413",0.26,24.2,56.1,1013,0
"414",0.17,24.3,56.1,1013,0
"415",0.11,24.3,55.9,1013,0
"416",0.11,24.3,55.8,1013,0
"417",0.17,24.3,55.9,1013,0
"418",0.21,24.3,56.0,1013,0
"419",0.21,24.3,56.1,1013,0
"420",0.31,24.3,56.2,1013,0
"421",0.25,24.3,56.3,1013,0
"422",0.33,24.3,56.5,1013,0
"423",0.36,24.2,56.6,1013,0
"424",0.19,24.2,56.6,1013,0
"425",0.19,24.3,56.6,1013,0
"426",0.18,24.3,56.5,1013,0
"427",0.23,24.3,56.4,1013,0
"428",0.21,24.3,56.4,1013,0
"429",0.21,24.3,56.3,1013,0
"430",0.17,24.3,56.2,1013,0
"431",0.22,24.3,56.2,1013,0
"432",0.39,24.3,56.2,1013,0
"433",0.20,24.3,56.2,1013,0
"434",0.16,24.3,56.3,1013,0
"435",0.21,24.3,56.3,1013,0
"436",0.19,24.3,56.2,1013,0
"437",0.20,24.3,56.3,1013,0
"438",0.19,24.3,56.3,1013,0
"439",0.21,24.3,56.4,1013,0
"440",0.22,24.3,56.3,1013,0
"441",0.17,24.3,56.3,1013,0
"442",0.19,24.3,56.3,1013,0
"443",0.32,24.3,56.3,1013,0
"444",0.40,24.3,56.3,1013,0
"445",0.34,24.3,56.3,1013,0
"446",0.34,24.3,56.4,1013,0
"447",0.31,24.3,56.4,1013,0
"448",0.33,24.3,56.3,1013,0
"449",0.23,24.3,56.4,1013,0
"450",0.25,24.3,56.3,1013,0
"451",0.21,24.3,56.4,1013,0
"452",0.16,24.3,56.4,1013,0
"453",0.18,24.3,56.4,1013,0
"454",0.25,24.3,56.5,1013,0
"455",0.20,24.3,56.5,1013,0
"456",0.19,24.3,56.5,1013,0
"457",0.15,24.3,56.5,1013,0
"458",0.13,24.3,56.5,1013,0
"459",0.12,24.3,56.5,1013,0
"460",0.17,24.3,56.5,1013,0
"461",0.23,24.3,56.5,1013,0
"462",0.23,24.3,56.4,1013,0
"463",0.30,24.3,56.4,1013,0
"464",0.33,24.3,56.4,1013,0
"465",0.32,24.3,56.4,1013,0
"466",0.33,24.3,56.4,1013,0
"467",0.39,24.3,56.4,1013,0
"468",0.37,24.3,56.4,1013,0
"469",0.30,24.3,56.3,1013,0
"470",0.33,24.3,56.4,1013,0
"471",0.26,24.3,56.4,1013,0
"472",0.32,24.3,56.4,1013,0
"473",0.25,24.3,56.5,1013,0
"474",0.30,24.3,56.5,1013,0
"475",0.43,24.3,56.4,1013,0
"476",0.48,24.3,56.5,1013,0
"477",0.32,24.3,56.5,1013,0
"478",0.35,24.3,56.5,1013,0
"479",0.37,24.3,56.4,1013,0
"480",0.37,24.3,56.5,1013,0
"481",0.37,24.3,56.4,1013,0
"482",0.22,24.3,56.5,1013,0
"483",0.22,24.3,56.4,1013,0
"484",0.19,24.3,56.3,1013,0
"485",0.16,24.3,56.3,1013,0
"486",0.19,24.3,56.5,1013,0
"487",0.17,24.3,56.5,1013,0
"488",0.19,24.3,56.5,1013,0
"489",0.20,24.3,56.5,1013,0
"490",0.26,24.3,56.6,1013,0
"491",0.24,24.3,56.5,1013,0
"492",0.22,24.3,56.6,1013,0
"493",0.22,24.3,56.6,1013,0
"494",0.25,24.3,56.6,1013,0
"495",0.21,24.3,56.5,1013,0
"496",0.18,24.3,56.5,1013,0
"497",0.18,24.3,56.4,1013,0
"498",0.16,24.3,56.5,1013,0
"499",0.16,24.3,56.5,1013,0
"500",0.15,24.3,56.5,1013,0
"501",0.11,24.3,56.5,1013,0
"502",0.15,24.3,56.3,1013,0
"503",0.17,24.3,56.3,1013,0
"504",0.14,24.3,56.4,1013,0
"505",0.20,24.3,56.4,1013,0
"506",0.17,24.3,56.3,1013,0
"507",0.22,24.4,56.4,1013,0
"508",0.28,24.4,56.4,1013,0
"509",0.20,24.3,56.5,1013,0
"510",0.25,24.3,56.5,1013,0
"511",0.22,24.3,56.5,1013,0
"512",0.29,24.3,56.6,1013,0
"513",0.27,24.3,56.6,1013,0
"514",0.19,24.3,56.5,1013,0
"515",0.19,24.3,56.5,1013,0
"516",0.24,24.4,56.6,1013,0
"517",0.17,24.3,56.6,1013,0
"518",0.18,24.3,56.6,1013,0
"519",0.20,24.4,56.6,1013,0
"520",0.20,24.4,56.5,1013,0
"521",0.17,24.3,56.5,1013,0
"522",0.18,24.4,56.5,1013,0
"523",0.18,24.4,56.3,1013,0
"524",0.21,24.4,56.4,1013,0
"525",0.36,24.4,56.4,1013,0
"526",0.34,24.4,56.5,1013,0
"527",0.39,24.4,56.5,1013,0
"528",0.29,24.3,56.5,1013,0
"529",0.30,24.3,56.5,1013,0
"530",0.33,24.4,56.6,1013,0
"531",0.36,24.4,56.6,1013,0
"532",0.43,24.3,56.5,1013,0
"533",0.40,24.3,56.6,1013,0
"534",0.38,24.3,56.6,1013,0
"535",0.42,24.4,56.6,1013,0
"536",0.45,24.4,56.6,1013,0
"537",0.39,24.4,56.5,1013,0
"538",0.34,24.3,56.6,1013,0
"539",0.41,24.3,56.6,1013,0
"540",0.44,24.4,56.6,1013,0
"541",0.37,24.3,56.7,1013,0
"542",0.36,24.3,56.6,1013,0
"543",0.37,24.3,56.6,1013,0
"544",0.24,24.3,56.6,1013,0
"545",0.25,24.4,56.6,1013,0
"546",0.26,24.4,56.6,1013,0
"547",0.26,24.4,56.6,1013,0
"548",0.33,24.4,56.7,1013,0
"549",0.38,24.4,56.6,1013,0
"550",0.29,24.4,56.6,1013,0
"551",0.25,24.4,56.6,1013,0
"552",0.28,24.3,56.6,1013,0
"553",0.28,24.3,56.6,1013,0
"554",0.30,24.4,56.6,1013,0
"555",0.36,24.4,56.5,1013,0
"556",0.28,24.4,56.5,1013,0
"557",0.28,24.4,56.5,1013,0
"558",0.26,24.4,56.4,1013,0
"559",0.30,24.4,56.4,1013,0
"560",0.36,24.4,56.4,1013,0
"561",0.30,24.4,56.4,1013,0
"562",0.36,24.4,56.4,1013,0
"563",0.28,24.4,56.4,1013,0
"564",0.17,24.4,56.4,1013,0
"565",0.18,24.4,56.3,1013,0
"566",0.23,24.4,56.4,1013,0
"567",0.19,24.4,56.3,1013,0
"568",0.17,24.4,56.3,1013,0
"569",0.15,24.4,56.3,1013,0
"570",0.24,24.4,56.3,1013,0
"571",0.41,24.4,56.5,1013,0
"572",0.35,24.4,56.4,1013,0
"573",0.36,24.4,56.5,1013,0
"574",0.31,24.4,56.6,1013,0
"575",0.39,24.4,56.6,1013,0
"576",0.36,24.4,56.5,1013,0
"577",0.28,24.4,56.5,1013,0
"578",0.24,24.4,56.5,1013,0
"579",0.23,24.4,56.6,1013,0
"580",0.22,24.4,56.6,1013,0
"581",0.24,24.4,56.6,1013,0
"582",0.18,24.4,56.6,1013,0
"583",0.18,24.4,56.6,1013,0
"584",0.14,24.4,56.5,1013,0
"585",0.07,24.4,56.5,1013,0
"586",0.04,24.4,56.5,1013,0
"587",0.11,24.4,56.5,1013,0
"588",0.13,24.4,56.5,1013,0
"589",0.09,24.4,56.5,1013,0
"590",0.14,24.4,56.4,1013,0
"591",0.28,24.4,56.4,1013,0
"592",0.34,24.4,56.4,1013,0
"593",0.40,24.4,56.5,1013,0
"594",0.22,24.4,56.5,1013,0
"595",0.16,24.4,56.5,1013,0
"596",0.13,24.4,56.5,1013,0
"597",0.13,24.4,56.5,1013,0
"598",0.13,24.4,56.5,1013,0
"599",0.21,24.4,56.6,1013,0
"600",0.25,24.4,56.6,1013,0
"601",0.16,24.4,56.6,1013,0
"602",0.14,24.4,56.5,1013,0
"603",0.12,24.4,56.5,1013,0
"604",0.10,24.4,56.5,1013,0
"605",0.13,24.4,56.4,1013,0
"606",0.22,24.4,56.5,1013,0
"607",0.18,24.4,56.3,1013,0
"608",0.16,24.4,56.3,1013,0
"609",0.17,24.5,56.3,1013,0
"610",0.18,24.4,56.2,1013,0
"611",0.24,24.5,56.2,1013,0
"612",0.22,24.4,56.3,1013,0
"613",0.15,24.5,56.4,1013,0
"614",0.14,24.4,56.5,1013,0
"615",0.22,24.4,56.5,1013,0
"616",0.38,24.5,56.5,1013,0
"617",0.34,24.4,56.5,1013,0
"618",0.35,24.4,56.5,1013,0
"619",0.23,24.4,56.5,1013,0
"620",0.24,24.4,56.6,1013,0
"621",0.18,24.4,56.6,1013,0
"622",0.17,24.4,56.6,1013,0
"623",0.15,24.4,56.6,1013,0
"624",0.12,24.5,56.6,1013,0
"625",0.11,24.4,56.5,1013,0
"626",0.13,24.4,56.5,1013,0
"627",0.20,24.5,56.4,1013,0
"628",0.20,24.4,56.4,1013,0
"629",0.17,24.5,56.5,1013,0
"630",0.19,24.4,56.4,1013,0
